日付,方法,カテゴリ,カテゴリの内訳,支払元,入金先,品目,メモ,お店,通貨,収入,支出,振替,残高調整,通貨変換前の金額,集計の設定
2026-04-15,payment,β.2C.食費,食料品,スマートレシート,-,税金・値引き,,"アオキスーパー 豊明店",JPY,0,290,0,0,290,常に集計に含める
2026-04-15,payment,β.12.C.その他/使途不明,支払遅延,"三井住友カード プラチナ プラチナプリファード",-,,,回収事務手数料,JPY,0,495,0,0,495,常に集計に含める
2026-04-15,payment,"γ.6.2C 自己投資・寄付","不動産投資 関連(経費)","アメリカン・エキスプレス MARRIOTT BONVOY アメリカン・エキスプレス・プレミ...",-,,,富士山マガジンサービス,JPY,0,1040,0,0,1040,常に集計に含める
2026-04-15,payment,β.12.C.その他/使途不明,未分類,"アメリカン・エキスプレス MARRIOTT BONVOY アメリカン・エキスプレス・プレミ...",-,,,アオキスーパー,JPY,0,3917,0,0,3917,集計に含めない
2026-04-15,payment,β.6.1C.エ/交際/被服/趣味,服3_クリーニング,お財布,-,,,"ホームドライクリーニング 二村台営業所",JPY,0,5784,0,0,5784,常に集計に含める
2026-04-15,payment,β.8C.交通,高速代,アメリカン・エキスプレス,-,,,"ETC 利用料",JPY,0,1040,0,0,1040,常に集計に含める
2026-04-15,payment,β.8C.交通,高速代,アメリカン・エキスプレス,-,,,"ETC 利用料",JPY,0,1040,0,0,1040,常に集計に含める
2026-04-16,payment,β.2C.食費,食料品,お財布,-,森永あじわい便り,,"ハロー 豊明店",JPY,0,148,0,0,148,常に集計に含める
2026-04-16,payment,β.2C.食費,食料品,お財布,-,束おろし生にんにく,,"ハロー 豊明店",JPY,0,98,0,0,98,常に集計に含める
2026-04-16,payment,β.2C.食費,食料品,お財布,-,森永製菓クックゼラチン,,"ハロー 豊明店",JPY,0,188,0,0,188,常に集計に含める
2026-04-16,payment,β.2C.食費,食料品,お財布,-,,,"ハロー 豊明店",JPY,0,434,0,0,434,常に集計に含める
2026-04-16,payment,β.2C.食費,食料品,お財布,-,繭輯,,"ハロー 豊明店",JPY,0,34,0,0,34,常に集計に含める
2026-04-16,payment,β.2C.食費,食料品,お財布,-,不明,,"ハロー 豊明店",JPY,0,-434,0,0,-434,常に集計に含める
2026-04-16,payment,β.2C.食費,食料品,お財布,-,ぶわもちロール(三重県,,-,JPY,0,198,0,0,198,常に集計に含める
2026-04-16,transfer,-,-,"三井住友カード プラチナ プラチナプリファード","Suica Watch-3402",,,モバイルSuica（AppleV）●,JPY,0,0,5000,0,5000,集計に含めない
2026-04-16,balance,-,-,"Suica Watch-3402",-,,,-,JPY,0,0,0,5000,5000,常に集計に含める
2026-04-16,payment,β.8C.交通,高速代,アメリカン・エキスプレス,-,,,"ETC 利用料",JPY,0,1040,0,0,1040,常に集計に含める
2026-04-16,payment,β.8C.交通,高速代,アメリカン・エキスプレス,-,,,"ETC 利用料",JPY,0,1040,0,0,1040,常に集計に含める
2026-04-17,payment,β.6.1C.エ/交際/被服/趣味,交1_飲み会/カラオケ,ポイント使用,-,,,-,JPY,0,220,0,0,220,常に集計に含める
2026-04-17,payment,β.2C.食費,食料品,スマートレシート,-,トワイニングイングリッシ,,"アオキスーパー 豊明店",JPY,0,418,0,0,418,常に集計に含める
2026-04-17,payment,β.2C.食費,食料品,スマートレシート,-,無添加国産しょうゆ,,"アオキスーパー 豊明店",JPY,0,278,0,0,278,常に集計に含める
2026-04-17,payment,β.2C.食費,食料品,スマートレシート,-,ビオピーチマスカット,,"アオキスーパー 豊明店",JPY,0,168,0,0,168,常に集計に含める
2026-04-17,payment,β.2C.食費,食料品,スマートレシート,-,QBBとろけるミックス,,"アオキスーパー 豊明店",JPY,0,378,0,0,378,常に集計に含める
2026-04-17,payment,β.2C.食費,食料品,スマートレシート,-,"豚ミンチ中 国産",,"アオキスーパー 豊明店",JPY,0,346,0,0,346,常に集計に含める
2026-04-17,payment,β.2C.食費,食料品,スマートレシート,-,合挽中,,"アオキスーパー 豊明店",JPY,0,324,0,0,324,常に集計に含める
2026-04-17,payment,β.2C.食費,食料品,スマートレシート,-,豚バラ肉スライス・米国産,,"アオキスーパー 豊明店",JPY,0,390,0,0,390,常に集計に含める
2026-04-17,payment,β.2C.食費,食料品,スマートレシート,-,ミートソース,"商品数量 * 2","アオキスーパー 豊明店",JPY,0,276,0,0,276,常に集計に含める
2026-04-17,payment,β.2C.食費,食料品,スマートレシート,-,職人豆腐木綿,,"アオキスーパー 豊明店",JPY,0,98,0,0,98,常に集計に含める
2026-04-17,payment,β.2C.食費,食料品,スマートレシート,-,"小菱屋 国産大豆木綿豆腐",,"アオキスーパー 豊明店",JPY,0,108,0,0,108,常に集計に含める
2026-04-17,payment,β.2C.食費,食料品,スマートレシート,-,北海道産大豆100%木綿,,"アオキスーパー 豊明店",JPY,0,108,0,0,108,常に集計に含める
2026-04-17,payment,β.2C.食費,食料品,スマートレシート,-,なす5P,,"アオキスーパー 豊明店",JPY,0,298,0,0,298,常に集計に含める
2026-04-17,payment,β.2C.食費,食料品,スマートレシート,-,"丸美屋 麻婆豆腐の素中辛",,"アオキスーパー 豊明店",JPY,0,138,0,0,138,常に集計に含める
2026-04-17,payment,β.2C.食費,食料品,スマートレシート,-,ピュアセレクトマヨネーズ,,"アオキスーパー 豊明店",JPY,0,198,0,0,198,常に集計に含める
2026-04-17,payment,β.2C.食費,食料品,スマートレシート,-,"JA みょうが",,"アオキスーパー 豊明店",JPY,0,100,0,0,100,常に集計に含める
2026-04-17,payment,β.2C.食費,食料品,スマートレシート,-,F生どーなつはちみつ,,"アオキスーパー 豊明店",JPY,0,100,0,0,100,常に集計に含める
2026-04-17,payment,β.2C.食費,食料品,スマートレシート,-,PサンドRつぶピーナッツ,"商品数量 * 3","アオキスーパー 豊明店",JPY,0,234,0,0,234,常に集計に含める
2026-04-17,payment,β.2C.食費,食料品,スマートレシート,-,"サンドロールマトメ  （   3個）",,"アオキスーパー 豊明店",JPY,0,-36,0,0,-36,常に集計に含める
2026-04-17,payment,β.2C.食費,食料品,スマートレシート,-,にら,,"アオキスーパー 豊明店",JPY,0,58,0,0,58,常に集計に含める
2026-04-17,payment,β.2C.食費,食料品,スマートレシート,-,税金・値引き,,"アオキスーパー 豊明店",JPY,0,318,0,0,318,常に集計に含める
2026-04-17,payment,β.5C.日用雑貨,消耗品,"三井住友カード プラチナ プラチナプリファード",-,,,Amazon.co.jp,JPY,0,902,0,0,902,集計に含めない
2026-04-17,payment,α.13.1F.生命保険,アクサ生命,"アメリカン・エキスプレス MARRIOTT BONVOY アメリカン・エキスプレス・プレミ...",-,,,アクサ生命保険,JPY,0,20000,0,0,20000,常に集計に含める
2026-04-17,payment,β.12.C.その他/使途不明,未分類,"アメリカン・エキスプレス MARRIOTT BONVOY アメリカン・エキスプレス・プレミ...",-,,,アオキスーパー,JPY,0,4300,0,0,4300,集計に含めない
2026-04-17,payment,β.8C.交通,高速代,アメリカン・エキスプレス,-,,,"ETC 利用料",JPY,0,1040,0,0,1040,常に集計に含める
2026-04-18,payment,β.2C.食費,外食,PayPayカード,-,のり弁,,-,JPY,0,1596,0,0,1596,常に集計に含める
2026-04-18,payment,β.2C.食費,外食,PayPayカード,-,あじのり弁,,-,JPY,0,420,0,0,420,常に集計に含める
2026-04-18,balance,-,-,-,PayPayカード,,,-,JPY,0,0,0,2016,2016,常に集計に含める
2026-04-18,payment,β.2C.食費,食料品,"アメリカン・エキスプレス MARRIOTT BONVOY アメリカン・エキスプレス・プレミ...",-,フィリピンバナナ,,"hallo! FOODS",JPY,0,138,0,0,138,常に集計に含める
2026-04-18,payment,β.2C.食費,食料品,"アメリカン・エキスプレス MARRIOTT BONVOY アメリカン・エキスプレス・プレミ...",-,くりーむパンチョコレート,,"hallo! FOODS",JPY,0,238,0,0,238,常に集計に含める
2026-04-18,payment,β.2C.食費,食料品,"アメリカン・エキスプレス MARRIOTT BONVOY アメリカン・エキスプレス・プレミ...",-,くりーむパン抹茶,,"hallo! FOODS",JPY,0,714,0,0,714,常に集計に含める
2026-04-18,payment,β.2C.食費,食料品,"アメリカン・エキスプレス MARRIOTT BONVOY アメリカン・エキスプレス・プレミ...",-,くりーむバンカスタード,,"hallo! FOODS",JPY,0,238,0,0,238,常に集計に含める
2026-04-18,payment,β.2C.食費,食料品,"アメリカン・エキスプレス MARRIOTT BONVOY アメリカン・エキスプレス・プレミ...",-,外税,,"hallo! FOODS",JPY,0,106,0,0,106,常に集計に含める
2026-04-18,balance,-,-,-,"アメリカン・エキスプレス MARRIOTT BONVOY アメリカン・エキスプレス・プレミ...",,,-,JPY,0,0,0,1434,1434,常に集計に含める
2026-04-18,balance,-,-,"アメリカン・エキスプレス MARRIOTT BONVOY アメリカン・エキスプレス・プレミ...",-,,,-,JPY,0,0,0,1434,1434,常に集計に含める
2026-04-18,payment,β.8C.交通,ガソリン代,"アメリカン・エキスプレス MARRIOTT BONVOY アメリカン・エキスプレス・プレミ...",-,,,出光興産,JPY,0,2715,0,0,2715,常に集計に含める
2026-04-18,payment,β.2C.食費,外食,PayPayカード,-,,,からあげ専門寺田商店,JPY,0,2016,0,0,2016,常に集計に含める
2026-04-18,payment,"γ.6.2C 自己投資・寄付","不動産投資 関連(経費)",Amazon.co.jp,-,"会社員こそ最強の投資家 9割の失敗を回避できる インフレ時代の「負けない」不動産投資",,Amazon.co.jp,JPY,0,1760,0,0,1760,常に集計に含める
2026-04-18,payment,"γ.6.2C 自己投資・寄付","不動産投資 関連(経費)",Amazon.co.jp,-,"会社員こそ最強の投資家 9割の失敗を回避できる インフレ時代の「負けない」不動産投資",,Amazon.co.jp,JPY,0,1760,0,0,1760,常に集計に含める
2026-04-18,payment,"γ.6.2C 自己投資・寄付","不動産投資 関連(経費)",Amazon.co.jp,-,"会社員こそ最強の投資家 9割の失敗を回避できる インフレ時代の「負けない」不動産投資",,Amazon.co.jp,JPY,0,1760,0,0,1760,常に集計に含める
2026-04-19,payment,β.5C.日用雑貨,消耗品,"三井住友カード プラチナ プラチナプリファード",-,,,Amazon.co.jp,JPY,0,5355,0,0,5355,集計に含めない
2026-04-19,income,0.4利息,-,-,★住信SBIネット銀行(その他出費),,,利息,JPY,137,0,0,0,137,常に集計に含める
2026-04-19,payment,β.11.2F.維持(他生活インフラ),その他税,★住信SBIネット銀行(その他出費),-,,,国税,JPY,0,20,0,0,20,常に集計に含める
2026-04-19,payment,β.11.2F.維持(他生活インフラ),その他税,★住信SBIネット銀行(その他出費),-,,,地方税,JPY,0,6,0,0,6,常に集計に含める
2026-04-19,income,0.4利息,-,-,"★住信 SBI ネット銀行 SBIハイブリッド預金",,,利息,JPY,56,0,0,0,56,常に集計に含める
2026-04-19,payment,β.11.2F.維持(他生活インフラ),その他税,"★住信 SBI ネット銀行 SBIハイブリッド預金",-,,,国税,JPY,0,8,0,0,8,常に集計に含める
2026-04-19,payment,β.11.2F.維持(他生活インフラ),その他税,"★住信 SBI ネット銀行 SBIハイブリッド預金",-,,,地方税,JPY,0,2,0,0,2,常に集計に含める
2026-04-19,payment,β.11.1F.クルマ維持,自動車ケア,"アメリカン・エキスプレス MARRIOTT BONVOY アメリカン・エキスプレス・プレミ...",-,,,出光興産,JPY,0,29970,0,0,29970,常に集計に含める
2026-04-19,payment,β.6.1C.エ/交際/被服/趣味,エ5_サウナ/ジム/プール/健康,Amazon.co.jp,-,"ザバス（SAVAS） ホエイプロテイン100 リッチショコラ味 1kg 明治【Amazon・co・jp限定】",,Amazon.co.jp,JPY,0,5355,0,0,5355,常に集計に含める
2026-04-19,payment,β.5C.日用雑貨,雑貨/インテリア,Amazon.co.jp,-,"【所ジョージの世田谷ベース掲載】 折りたたみ椅子 軽量コンパクトチェア 持ち運び [超軽300g×スマホ2台分のポケットサイズ] （1, ブラック 1つ入り）",,Amazon.co.jp,JPY,0,2380,0,0,2380,常に集計に含める
2026-04-20,income,0.1給与所得_真治,-,-,★名古屋銀行(生活子ども),,,給与,JPY,150000,0,0,0,150000,常に集計に含める
2026-04-20,payment,α.B.C.投資,積立定期_名銀,★名古屋銀行(生活子ども),-,,,ツミテイ,JPY,0,10000,0,0,10000,常に集計に含める
2026-04-20,income,0.1給与所得_真治,-,-,★東海労金(生活こども),,,"ミツビシジユウコウギヨウ 給与",JPY,80000,0,0,0,80000,常に集計に含める
2026-04-20,payment,β.2C.食費,食料品,"アメリカン・エキスプレス MARRIOTT BONVOY アメリカン・エキスプレス・プレミ...",-,トマト,,"hallo! FOODS",JPY,0,98,0,0,98,常に集計に含める
2026-04-20,payment,β.2C.食費,食料品,"アメリカン・エキスプレス MARRIOTT BONVOY アメリカン・エキスプレス・プレミ...",-,割引,,"hallo! FOODS",JPY,0,-10,0,0,-10,常に集計に含める
2026-04-20,payment,β.2C.食費,食料品,"アメリカン・エキスプレス MARRIOTT BONVOY アメリカン・エキスプレス・プレミ...",-,スマイルUP!ロースハム3連,,"hallo! FOODS",JPY,0,198,0,0,198,常に集計に含める
2026-04-20,payment,β.2C.食費,食料品,"アメリカン・エキスプレス MARRIOTT BONVOY アメリカン・エキスプレス・プレミ...",-,割引,,"hallo! FOODS",JPY,0,-20,0,0,-20,常に集計に含める
2026-04-20,payment,β.2C.食費,食料品,"アメリカン・エキスプレス MARRIOTT BONVOY アメリカン・エキスプレス・プレミ...",-,スマイルUP!ハーフベーコン3連,,"hallo! FOODS",JPY,0,198,0,0,198,常に集計に含める
2026-04-20,payment,β.2C.食費,食料品,"アメリカン・エキスプレス MARRIOTT BONVOY アメリカン・エキスプレス・プレミ...",-,割引,,"hallo! FOODS",JPY,0,-20,0,0,-20,常に集計に含める
2026-04-20,payment,β.2C.食費,食料品,"アメリカン・エキスプレス MARRIOTT BONVOY アメリカン・エキスプレス・プレミ...",-,しっかり木綿厚揚げ|,,"hallo! FOODS",JPY,0,118,0,0,118,常に集計に含める
2026-04-20,payment,β.2C.食費,食料品,"アメリカン・エキスプレス MARRIOTT BONVOY アメリカン・エキスプレス・プレミ...",-,割引,,"hallo! FOODS",JPY,0,-12,0,0,-12,常に集計に含める
2026-04-20,payment,β.2C.食費,食料品,"アメリカン・エキスプレス MARRIOTT BONVOY アメリカン・エキスプレス・プレミ...",-,北海道3.8牛乳,,"hallo! FOODS",JPY,0,219,0,0,219,常に集計に含める
2026-04-20,payment,β.2C.食費,食料品,"アメリカン・エキスプレス MARRIOTT BONVOY アメリカン・エキスプレス・プレミ...",-,割引,,"hallo! FOODS",JPY,0,-22,0,0,-22,常に集計に含める
2026-04-20,payment,β.2C.食費,食料品,"アメリカン・エキスプレス MARRIOTT BONVOY アメリカン・エキスプレス・プレミ...",-,牛豚合挽ミンチ中,,"hallo! FOODS",JPY,0,560,0,0,560,常に集計に含める
2026-04-20,payment,β.2C.食費,食料品,"アメリカン・エキスプレス MARRIOTT BONVOY アメリカン・エキスプレス・プレミ...",-,割引,,"hallo! FOODS",JPY,0,-56,0,0,-56,常に集計に含める
2026-04-20,payment,β.2C.食費,食料品,"アメリカン・エキスプレス MARRIOTT BONVOY アメリカン・エキスプレス・プレミ...",-,フジネオ黒糖ロール6,,"hallo! FOODS",JPY,0,158,0,0,158,常に集計に含める
2026-04-20,payment,β.2C.食費,食料品,"アメリカン・エキスプレス MARRIOTT BONVOY アメリカン・エキスプレス・プレミ...",-,割引,,"hallo! FOODS",JPY,0,-16,0,0,-16,常に集計に含める
2026-04-20,payment,β.2C.食費,食料品,"アメリカン・エキスプレス MARRIOTT BONVOY アメリカン・エキスプレス・プレミ...",-,プロが使う味白だし,,"hallo! FOODS",JPY,0,298,0,0,298,常に集計に含める
2026-04-20,payment,β.2C.食費,食料品,"アメリカン・エキスプレス MARRIOTT BONVOY アメリカン・エキスプレス・プレミ...",-,割引,,"hallo! FOODS",JPY,0,-30,0,0,-30,常に集計に含める
2026-04-20,payment,β.2C.食費,食料品,"アメリカン・エキスプレス MARRIOTT BONVOY アメリカン・エキスプレス・プレミ...",-,くヘルシーごま査油,,"hallo! FOODS",JPY,0,328,0,0,328,常に集計に含める
2026-04-20,payment,β.2C.食費,食料品,"アメリカン・エキスプレス MARRIOTT BONVOY アメリカン・エキスプレス・プレミ...",-,割引,,"hallo! FOODS",JPY,0,-33,0,0,-33,常に集計に含める
2026-04-20,payment,β.2C.食費,食料品,"アメリカン・エキスプレス MARRIOTT BONVOY アメリカン・エキスプレス・プレミ...",-,ほんだし箱,,"hallo! FOODS",JPY,0,298,0,0,298,常に集計に含める
2026-04-20,payment,β.2C.食費,食料品,"アメリカン・エキスプレス MARRIOTT BONVOY アメリカン・エキスプレス・プレミ...",-,割引,,"hallo! FOODS",JPY,0,-30,0,0,-30,常に集計に含める
2026-04-20,payment,β.2C.食費,食料品,"アメリカン・エキスプレス MARRIOTT BONVOY アメリカン・エキスプレス・プレミ...",-,お徳用マスタード,,"hallo! FOODS",JPY,0,258,0,0,258,常に集計に含める
2026-04-20,payment,β.2C.食費,食料品,"アメリカン・エキスプレス MARRIOTT BONVOY アメリカン・エキスプレス・プレミ...",-,割引,,"hallo! FOODS",JPY,0,-26,0,0,-26,常に集計に含める
2026-04-20,payment,β.2C.食費,食料品,"アメリカン・エキスプレス MARRIOTT BONVOY アメリカン・エキスプレス・プレミ...",-,たっぷりサイズにんにく,,"hallo! FOODS",JPY,0,198,0,0,198,常に集計に含める
2026-04-20,payment,β.2C.食費,食料品,"アメリカン・エキスプレス MARRIOTT BONVOY アメリカン・エキスプレス・プレミ...",-,割引,,"hallo! FOODS",JPY,0,-20,0,0,-20,常に集計に含める
2026-04-20,payment,β.2C.食費,食料品,"アメリカン・エキスプレス MARRIOTT BONVOY アメリカン・エキスプレス・プレミ...",-,すりごま用,,"hallo! FOODS",JPY,0,98,0,0,98,常に集計に含める
2026-04-20,payment,β.2C.食費,食料品,"アメリカン・エキスプレス MARRIOTT BONVOY アメリカン・エキスプレス・プレミ...",-,割引,,"hallo! FOODS",JPY,0,-10,0,0,-10,常に集計に含める
2026-04-20,payment,β.2C.食費,食料品,"アメリカン・エキスプレス MARRIOTT BONVOY アメリカン・エキスプレス・プレミ...",-,伊右衛門京都ブレンド:,,"hallo! FOODS",JPY,0,78,0,0,78,常に集計に含める
2026-04-20,payment,β.2C.食費,食料品,"アメリカン・エキスプレス MARRIOTT BONVOY アメリカン・エキスプレス・プレミ...",-,割引,,"hallo! FOODS",JPY,0,-8,0,0,-8,常に集計に含める
2026-04-20,payment,β.2C.食費,食料品,"アメリカン・エキスプレス MARRIOTT BONVOY アメリカン・エキスプレス・プレミ...",-,紅の伊右衛門,,"hallo! FOODS",JPY,0,78,0,0,78,常に集計に含める
2026-04-20,payment,β.2C.食費,食料品,"アメリカン・エキスプレス MARRIOTT BONVOY アメリカン・エキスプレス・プレミ...",-,割引,,"hallo! FOODS",JPY,0,-8,0,0,-8,常に集計に含める
2026-04-20,payment,β.2C.食費,食料品,"アメリカン・エキスプレス MARRIOTT BONVOY アメリカン・エキスプレス・プレミ...",-,外税,,"hallo! FOODS",JPY,0,228,0,0,228,常に集計に含める
2026-04-20,balance,-,-,-,"アメリカン・エキスプレス MARRIOTT BONVOY アメリカン・エキスプレス・プレミ...",,,-,JPY,0,0,0,3090,3090,常に集計に含める
2026-04-20,payment,β.5C.日用雑貨,消耗品,"三井住友カード プラチナ プラチナプリファード",-,,,Amazon.co.jp,JPY,0,2380,0,0,2380,集計に含めない
2026-04-20,income,0.1給与所得_真治,-,-,★住信SBIネット銀行(その他出費),,,"給与*ミツビシジユウコウギヨウ 給与",JPY,189286,0,0,0,189286,常に集計に含める
2026-04-20,income,0.1給与所得_真治,-,-,★大垣共立銀行(生活インフラ),,,"ミツビシジユウコウギヨウ 給与",JPY,114000,0,0,0,114000,常に集計に含める
2026-04-20,balance,-,-,"アメリカン・エキスプレス MARRIOTT BONVOY アメリカン・エキスプレス・プレミ...",-,,,-,JPY,0,0,0,3090,3090,常に集計に含める
2026-04-20,payment,"γ.6.2C 自己投資・寄付",寄付,"アメリカン・エキスプレス MARRIOTT BONVOY アメリカン・エキスプレス・プレミ...",-,,,プラン・インターナショナル・ジャパン,JPY,0,5500,0,0,5500,常に集計に含める
2026-04-20,payment,β.8C.交通,高速代,アメリカン・エキスプレス,-,,,"ETC 利用料",JPY,0,1040,0,0,1040,常に集計に含める
2026-04-20,payment,β.8C.交通,高速代,アメリカン・エキスプレス,-,,,"ETC 利用料",JPY,0,1040,0,0,1040,常に集計に含める
2026-04-21,payment,β.2C.食費,食料品,スマートレシート,-,北海道牛乳,,"アオキスーパー 豊明店",JPY,0,228,0,0,228,常に集計に含める
2026-04-21,payment,β.2C.食費,食料品,スマートレシート,-,"今川焼 宇治抹茶あん",,"アオキスーパー 豊明店",JPY,0,298,0,0,298,常に集計に含める
2026-04-21,payment,β.2C.食費,食料品,スマートレシート,-,こまつ菜,,"アオキスーパー 豊明店",JPY,0,100,0,0,100,常に集計に含める
2026-04-21,payment,β.2C.食費,食料品,スマートレシート,-,アスナ緑豆もやし200g,,"アオキスーパー 豊明店",JPY,0,28,0,0,28,常に集計に含める
2026-04-21,payment,β.2C.食費,食料品,スマートレシート,-,豚小間切れ（中）,,"アオキスーパー 豊明店",JPY,0,366,0,0,366,常に集計に含める
2026-04-21,payment,β.2C.食費,食料品,スマートレシート,-,スナックパン十勝バター,,"アオキスーパー 豊明店",JPY,0,158,0,0,158,常に集計に含める
2026-04-21,payment,β.2C.食費,食料品,スマートレシート,-,税金・値引き,,"アオキスーパー 豊明店",JPY,0,94,0,0,94,常に集計に含める
2026-04-21,transfer,-,-,★住信SBIネット銀行(その他出費),"★住信 SBI ネット銀行 SBIハイブリッド預金",,,SBIハイブリッド預金,JPY,0,0,33330,0,33330,集計に含めない
2026-04-21,payment,β.12.C.その他/使途不明,未分類,"アメリカン・エキスプレス MARRIOTT BONVOY アメリカン・エキスプレス・プレミ...",-,,,アオキスーパー,JPY,0,1272,0,0,1272,集計に含めない
2026-04-21,payment,β.8C.交通,高速代,アメリカン・エキスプレス,-,,,"ETC 利用料",JPY,0,560,0,0,560,常に集計に含める
2026-04-21,payment,β.8C.交通,高速代,アメリカン・エキスプレス,-,,,"ETC 利用料",JPY,0,560,0,0,560,常に集計に含める
2026-04-21,payment,β.8C.交通,高速代,アメリカン・エキスプレス,-,,,"ETC 利用料",JPY,0,460,0,0,460,常に集計に含める
2026-04-21,payment,β.8C.交通,高速代,アメリカン・エキスプレス,-,,,"ETC 利用料",JPY,0,460,0,0,460,常に集計に含める
2026-04-21,payment,β.20.2S.ご褒美,ご褒美(経費以外),"au PAY まさはる",-,,,ワタキューセイモア,JPY,0,1056,0,0,1056,常に集計に含める
2026-04-22,transfer,-,-,★名古屋銀行(生活子ども),お財布,,,"ATM から現金引出",JPY,0,0,19000,0,19000,集計に含めない
2026-04-22,payment,β.1F.住まい,住宅ローン返済,★大垣共立銀行(生活インフラ),-,,,ローン,JPY,0,45620,0,0,45620,常に集計に含める
2026-04-22,payment,β.2C.食費,食料品,スマートレシート,-,"赤鶏の旨味賛卵 赤10個",,"アオキスーパー 豊明店",JPY,0,298,0,0,298,常に集計に含める
2026-04-22,payment,β.2C.食費,食料品,スマートレシート,-,岩田食品,,"アオキスーパー 豊明店",JPY,0,458,0,0,458,常に集計に含める
2026-04-22,payment,β.2C.食費,食料品,スマートレシート,-,豚ロースステーキカツ,,"アオキスーパー 豊明店",JPY,0,521,0,0,521,常に集計に含める
2026-04-22,payment,β.2C.食費,食料品,スマートレシート,-,プラス糀糀美人,,"アオキスーパー 豊明店",JPY,0,398,0,0,398,常に集計に含める
2026-04-22,payment,β.2C.食費,食料品,スマートレシート,-,"小菱屋 国産大豆木綿豆腐",,"アオキスーパー 豊明店",JPY,0,98,0,0,98,常に集計に含める
2026-04-22,payment,β.2C.食費,食料品,スマートレシート,-,カフェゼリーホワイトモカ,,"アオキスーパー 豊明店",JPY,0,118,0,0,118,常に集計に含める
2026-04-22,payment,β.2C.食費,食料品,スマートレシート,-,コーミDX濃口500ml,,"アオキスーパー 豊明店",JPY,0,158,0,0,158,常に集計に含める
2026-04-22,payment,β.2C.食費,食料品,スマートレシート,-,くらこん塩こんぶ,,"アオキスーパー 豊明店",JPY,0,398,0,0,398,常に集計に含める
2026-04-22,payment,β.2C.食費,食料品,スマートレシート,-,田舎のおかきざらめ,,"アオキスーパー 豊明店",JPY,0,178,0,0,178,常に集計に含める
2026-04-22,payment,β.2C.食費,食料品,スマートレシート,-,プチガレットバター,,"アオキスーパー 豊明店",JPY,0,100,0,0,100,常に集計に含める
2026-04-22,payment,β.2C.食費,食料品,スマートレシート,-,サラダに!まめ,,"アオキスーパー 豊明店",JPY,0,108,0,0,108,常に集計に含める
2026-04-22,payment,β.2C.食費,食料品,スマートレシート,-,抹茶ラテのタルト,,"アオキスーパー 豊明店",JPY,0,118,0,0,118,常に集計に含める
2026-04-22,payment,β.2C.食費,食料品,スマートレシート,-,新じゃがいも,,"アオキスーパー 豊明店",JPY,0,298,0,0,298,常に集計に含める
2026-04-22,payment,β.2C.食費,食料品,スマートレシート,-,"小菱屋 中あげ8枚",,"アオキスーパー 豊明店",JPY,0,98,0,0,98,常に集計に含める
2026-04-22,payment,β.2C.食費,食料品,スマートレシート,-,しろねぎ,,"アオキスーパー 豊明店",JPY,0,78,0,0,78,常に集計に含める
2026-04-22,payment,β.2C.食費,食料品,スマートレシート,-,にら,"商品数量 * 2","アオキスーパー 豊明店",JPY,0,116,0,0,116,常に集計に含める
2026-04-22,payment,β.2C.食費,食料品,スマートレシート,-,"にらまとめ  （   2個）",,"アオキスーパー 豊明店",JPY,0,-16,0,0,-16,常に集計に含める
2026-04-22,payment,β.2C.食費,食料品,スマートレシート,-,税金・値引き,,"アオキスーパー 豊明店",JPY,0,282,0,0,282,常に集計に含める
2026-04-22,payment,β.2C.食費,食料品,スマートレシート,-,おいしいって幸せバナナ,,"アオキスーパー 豊明店",JPY,0,158,0,0,158,常に集計に含める
2026-04-22,payment,β.2C.食費,食料品,スマートレシート,-,宮城県産つや姫5kg,,"アオキスーパー 豊明店",JPY,0,3880,0,0,3880,常に集計に含める
2026-04-22,payment,β.2C.食費,食料品,スマートレシート,-,税金・値引き,,"アオキスーパー 豊明店",JPY,0,323,0,0,323,常に集計に含める
2026-04-22,payment,β.11.1F.クルマ維持,車検,"アメリカン・エキスプレス MARRIOTT BONVOY アメリカン・エキスプレス・プレミ...",-,,,出光興産,JPY,0,30250,0,0,30250,常に集計に含める
2026-04-22,payment,β.11.1F.クルマ維持,車検,"アメリカン・エキスプレス MARRIOTT BONVOY アメリカン・エキスプレス・プレミ...",-,,,出光興産,JPY,0,18040,0,0,18040,常に集計に含める
2026-04-22,payment,β.11.1F.クルマ維持,車検,"アメリカン・エキスプレス MARRIOTT BONVOY アメリカン・エキスプレス・プレミ...",-,,,出光興産,JPY,0,10300,0,0,10300,常に集計に含める
2026-04-22,payment,β.11.1F.クルマ維持,車検,"アメリカン・エキスプレス MARRIOTT BONVOY アメリカン・エキスプレス・プレミ...",-,,,出光興産,JPY,0,9900,0,0,9900,常に集計に含める
2026-04-22,payment,β.11.1F.クルマ維持,車検,"アメリカン・エキスプレス MARRIOTT BONVOY アメリカン・エキスプレス・プレミ...",-,,,出光興産,JPY,0,5000,0,0,5000,常に集計に含める
2026-04-22,payment,β.11.1F.クルマ維持,車検,"アメリカン・エキスプレス MARRIOTT BONVOY アメリカン・エキスプレス・プレミ...",-,,,出光興産,JPY,0,3944,0,0,3944,常に集計に含める
2026-04-22,payment,β.11.1F.クルマ維持,車検,"アメリカン・エキスプレス MARRIOTT BONVOY アメリカン・エキスプレス・プレミ...",-,,,出光興産,JPY,0,3300,0,0,3300,常に集計に含める
